Дата операции,Номер документа,Тип документа,Контрагент,Сумма,Валюта,НДС,Счет учета,Описание операции,Ответственный сотрудник
2026-04-16,LG-05245,Акт,TOO Vision Market,240750,KZT,28890.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-04-17,LG-05246,Счет-фактура,TOO Logistic Group,248000,KZT,29760.0,7210,Маркетинговые услуги,Нурлан Т.
2026-04-18,LG-05247,Акт,TOO Prime Service,255250,KZT,30630.0,2930,Транспортные услуги,Марина Ж.
2026-04-19,LG-05248,Счет-фактура,TOO Delta Supplies,262500,KZT,31500.0,3310,Закупка канцелярских товаров,Арман О.
2026-04-20,LG-05249,Акт,TOO North Office,269750,KZT,32370.0,7210,Услуги сопровождения офиса,Дамир К.
2026-04-21,LG-05250,Прочее,TOO Unknown Services,2750000,KZT,0,7210,Срочная корректировка вручную,Айгерим С.
2026-04-22,LG-05251,Акт,TOO City Trade,284250,KZT,34110.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-04-23,LG-05252,Счет-фактура,IP Audit Expert,291500,KZT,34980.0,7210,Маркетинговые услуги,Марина Ж.
2026-04-24,LG-05253,Акт,TOO Vision Market,298750,KZT,35850.0,2930,Транспортные услуги,Арман О.
2026-04-25,LG-05254,Счет-фактура,TOO Logistic Group,306000,KZT,36720.0,3310,Закупка канцелярских товаров,Дамир К.
2026-04-26,LG-05255,Акт,TOO Prime Service,45000,KZT,5400.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-04-27,LG-05256,Счет-фактура,TOO Delta Supplies,52250,KZT,6270.0,2930,Поставка расходных материалов,Нурлан Т.
2026-04-28,LG-05257,Акт,TOO North Office,59500,KZT,7140.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-04-29,LG-05258,Счет-фактура,TOO Metro Parts,66750,KZT,8010.0,7210,Маркетинговые услуги,Арман О.
2026-04-30,LG-05259,Акт,TOO City Trade,74000,KZT,8880.0,2930,Транспортные услуги,Дамир К.
2026-05-01,LG-05260,Счет-фактура,IP Audit Expert,81250,KZT,9750.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-05-02,LG-05261,Акт,TOO Vision Market,88500,KZT,10620.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-05-03,LG-05262,Счет-фактура,TOO Logistic Group,95750,KZT,11490.0,2930,Поставка расходных материалов,Марина Ж.
2026-05-04,LG-05263,Акт,TOO Prime Service,103000,KZT,12360.0,3310,Техническое обслуживание оборудования,Арман О.
2026-05-05,LG-05264,Счет-фактура,TOO Delta Supplies,110250,KZT,13230.0,7210,Маркетинговые услуги,Дамир К.
2026-05-06,LG-05265,Акт,TOO North Office,117500,KZT,14100.0,2930,Транспортные услуги,Айгерим С.
2026-05-07,LG-05266,Счет-фактура,TOO Metro Parts,124750,KZT,14970.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-05-08,LG-05267,Акт,TOO City Trade,132000,KZT,15840.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-05-09,LG-05268,Счет-фактура,IP Audit Expert,139250,KZT,16710.0,2930,Поставка расходных материалов,Арман О.
2026-05-10,LG-05269,Акт,TOO Vision Market,146500,KZT,17580.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-05-11,LG-05270,Счет-фактура,TOO Logistic Group,153750,KZT,18450.0,7210,Маркетинговые услуги,Айгерим С.
2026-05-12,LG-05271,Акт,TOO Prime Service,161000,KZT,19320.0,2930,Транспортные услуги,Нурлан Т.
2026-05-13,LG-05272,Счет-фактура,TOO Delta Supplies,168250,KZT,20190.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-05-14,LG-05273,Акт,TOO North Office,175500,KZT,21060.0,7210,Услуги сопровождения офиса,Арман О.
2026-05-15,LG-05274,Счет-фактура,TOO Metro Parts,182750,KZT,21930.0,2930,Поставка расходных материалов,Дамир К.
2026-05-16,LG-05275,Акт,TOO City Trade,190000,KZT,22800.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-05-17,LG-05276,Счет-фактура,IP Audit Expert,197250,KZT,23670.0,7210,Маркетинговые услуги,Нурлан Т.
2026-05-18,LG-05277,Акт,TOO Vision Market,204500,KZT,24540.0,2930,Транспортные услуги,Марина Ж.
2026-05-19,LG-05278,Счет-фактура,TOO Logistic Group,211750,KZT,25410.0,3310,Закупка канцелярских товаров,Арман О.
2026-05-20,LG-05279,Акт,TOO Prime Service,219000,KZT,26280.0,7210,Услуги сопровождения офиса,Дамир К.
2026-05-21,LG-05280,Счет-фактура,TOO Delta Supplies,226250,KZT,27150.0,2930,Поставка расходных материалов,Айгерим С.
2026-05-22,LG-05281,Акт,TOO North Office,233500,KZT,28020.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-05-23,LG-05282,Счет-фактура,TOO Metro Parts,240750,KZT,28890.0,7210,Маркетинговые услуги,Марина Ж.
2026-05-24,LG-05283,Акт,TOO City Trade,248000,KZT,29760.0,2930,Транспортные услуги,Арман О.
2026-05-25,LG-05284,Счет-фактура,IP Audit Expert,255250,KZT,30630.0,3310,Закупка канцелярских товаров,Дамир К.
2026-05-26,LG-05285,Акт,TOO Vision Market,262500,KZT,31500.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-05-27,LG-05286,Счет-фактура,TOO Logistic Group,269750,KZT,32370.0,2930,Поставка расходных материалов,Нурлан Т.
2026-05-28,LG-05287,Акт,TOO Prime Service,277000,KZT,33240.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-05-29,LG-05288,Счет-фактура,TOO Delta Supplies,284250,KZT,34110.0,7210,Маркетинговые услуги,Арман О.
2026-05-30,LG-05289,Акт,TOO North Office,291500,KZT,34980.0,2930,Транспортные услуги,Дамир К.
2026-05-31,LG-05290,Счет-фактура,TOO Metro Parts,298750,KZT,35850.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-06-01,LG-05291,Акт,TOO City Trade,306000,KZT,36720.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-06-02,LG-05292,Счет-фактура,IP Audit Expert,45000,KZT,5400.0,2930,Поставка расходных материалов,Марина Ж.
2026-06-03,LG-05293,Акт,TOO Vision Market,52250,KZT,6270.0,3310,Техническое обслуживание оборудования,Арман О.
2026-06-04,LG-05294,Счет-фактура,TOO Logistic Group,59500,KZT,7140.0,7210,Маркетинговые услуги,Дамир К.
2026-06-05,LG-05295,Акт,TOO Prime Service,66750,KZT,8010.0,2930,Транспортные услуги,Айгерим С.
2026-06-06,LG-05296,Счет-фактура,TOO Delta Supplies,74000,KZT,8880.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-06-07,LG-05297,Акт,TOO North Office,81250,KZT,9750.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-06-08,LG-05298,Счет-фактура,TOO Metro Parts,88500,KZT,10620.0,2930,Поставка расходных материалов,Арман О.
2026-06-09,LG-05299,Акт,TOO City Trade,95750,KZT,11490.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-06-10,LG-05300,Счет-фактура,IP Audit Expert,103000,KZT,12360.0,7210,Маркетинговые услуги,Айгерим С.
2026-06-11,LG-05301,Акт,TOO Vision Market,110250,KZT,13230.0,2930,Транспортные услуги,Нурлан Т.
2026-06-12,LG-05302,Счет-фактура,TOO Logistic Group,117500,KZT,14100.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-06-13,LG-05303,Акт,TOO Prime Service,124750,KZT,14970.0,7210,Услуги сопровождения офиса,Арман О.
2026-06-14,LG-05304,Счет-фактура,TOO Delta Supplies,132000,KZT,15840.0,2930,Поставка расходных материалов,Дамир К.
2026-06-15,LG-05305,Акт,TOO North Office,139250,KZT,16710.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-06-16,LG-05306,Счет-фактура,TOO Metro Parts,146500,KZT,17580.0,7210,Маркетинговые услуги,Нурлан Т.
2026-06-17,LG-05307,Акт,TOO City Trade,153750,KZT,18450.0,2930,Транспортные услуги,Марина Ж.
2026-06-18,LG-05308,Счет-фактура,IP Audit Expert,161000,KZT,19320.0,3310,Закупка канцелярских товаров,Арман О.
2026-06-19,LG-05309,Акт,TOO Vision Market,168250,KZT,20190.0,7210,Услуги сопровождения офиса,Дамир К.
2026-06-20,LG-05310,Счет-фактура,TOO Logistic Group,175500,KZT,21060.0,2930,Поставка расходных материалов,Айгерим С.
2026-06-21,LG-05311,Акт,TOO Prime Service,182750,KZT,21930.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-06-22,LG-05312,Счет-фактура,TOO Delta Supplies,190000,KZT,22800.0,7210,Маркетинговые услуги,Марина Ж.
2026-06-23,LG-05313,Акт,TOO North Office,197250,KZT,23670.0,2930,Транспортные услуги,Арман О.
2026-06-24,LG-05314,Счет-фактура,TOO Metro Parts,204500,KZT,24540.0,3310,Закупка канцелярских товаров,Дамир К.
2026-06-25,LG-05315,Акт,TOO City Trade,211750,KZT,25410.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-06-26,LG-05316,Счет-фактура,IP Audit Expert,219000,KZT,26280.0,2930,Поставка расходных материалов,Нурлан Т.
2026-06-27,LG-05317,Акт,TOO Vision Market,226250,KZT,27150.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-06-28,LG-05318,Счет-фактура,TOO Logistic Group,233500,KZT,28020.0,7210,Маркетинговые услуги,Арман О.
2026-06-29,LG-05319,Акт,TOO Prime Service,240750,KZT,28890.0,2930,Транспортные услуги,Дамир К.
2026-01-01,LG-05320,Счет-фактура,TOO Delta Supplies,248000,KZT,29760.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-01-02,LG-05321,Акт,TOO North Office,255250,KZT,30630.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-01-03,LG-05322,Счет-фактура,TOO Metro Parts,262500,KZT,31500.0,2930,Поставка расходных материалов,Марина Ж.
2026-01-04,LG-05323,Акт,TOO City Trade,269750,KZT,32370.0,3310,Техническое обслуживание оборудования,Арман О.
2026-01-05,LG-05324,Счет-фактура,IP Audit Expert,277000,KZT,33240.0,7210,Маркетинговые услуги,Дамир К.
2026-01-06,LG-05324,Акт,TOO Vision Market,284250,KZT,34110.0,2930,Транспортные услуги,Айгерим С.
2026-01-07,LG-05326,Счет-фактура,TOO Logistic Group,291500,KZT,34980.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-01-08,LG-05327,Акт,TOO Prime Service,298750,KZT,35850.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-01-09,LG-05328,Счет-фактура,TOO Delta Supplies,306000,KZT,36720.0,2930,Поставка расходных материалов,Арман О.
2026-01-10,LG-05329,Акт,TOO North Office,45000,KZT,5400.0,3310,,Дамир К.
2026-01-11,LG-05330,Счет-фактура,TOO Metro Parts,52250,KZT,6270.0,7210,Маркетинговые услуги,Айгерим С.
2026-01-12,LG-05331,Акт,TOO City Trade,59500,KZT,7140.0,2930,Транспортные услуги,Нурлан Т.
2026-01-13,LG-05332,Счет-фактура,IP Audit Expert,66750,KZT,8010.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-01-14,LG-05333,Акт,TOO Vision Market,74000,KZT,8880.0,7210,Услуги сопровождения офиса,Арман О.
